id,trigger,conditions,script,text,options,notes
plReynardHannanJoinSelYesDev,DialogOptionSelected,$option == devReynardUseBrainWave,"BeginConversation reynard_hannan
HA_CMD updateLeagueData","Reynard Hannan vous regarde d'un air vide, un filet de bave commençant à couler au coin de sa bouche. Il parle d'un ton robotique et monocorde : ""Bien sûr, $playerName. Je serais tellement... ravi... de vous aider.""","rh_joinLeague2:""Continuez...""",
plReynardHannanJoinSelNoPunEx,DialogOptionSelected,"$option == rh_joinLeague
HA_CMD isPLExpeditionInProgress score:100",,"""J'ai les mains liées, $playerName. Le Conseil de la Ligue, l'organe représentatif de tous les peuples libres de la Ligue, a exigé une démonstration de force.""

""J'espère,"" il baisse la voix, ""que vous en tirerez une leçon importante.""

""Contactez-moi quand l'opération sera terminée,"" dit-il, tout à fait professionnel désormais. ""Bonne journée.""","rh_askAboutShowOfForce:""...Démonstration de force ?""
cutCommLinkNoText:Couper la comm",
plReynardHannanJoinSelNoPunExAsk,DialogOptionSelected,$option == rh_askAboutShowOfForce,,"Un sourcil parfait se hausse d'un centimetre.

""Vous n'étiez pas au courant ?"" Il secoue la tête presque imperceptiblement, une concession a l'idee qu'il devrait exprimer du regret.

""Vous le serez,"" dit-il en tendant la main vers l'interrupteur de communication.",cutCommLinkNoText:Couper la comm,
plReynardHannanJoinSelNoTooMany,DialogOptionSelected,"$option == rh_joinLeague
$player.numTimesLeftLeague >= 2 score:1000",,"Les lèvres de Reynard esquissent un petit sourire froid, comme s'il tolérait une plaisanterie de très mauvais goût.

""Votre parole ne vaut rien, $playerName ; un souffle de souvenir oublié, perdu entre les étoiles. Et vous venez à moi en aboyant comme un chien de salon, mendiant sans comprendre.""

Si son regard ne contenait pas un tel mépris, on pourrait croire qu'il vous prend en pitié.",cutCommLinkNoText:Couper la comm,
plReynardHannanJoinSelNo2,DialogOptionSelected,"$option == rh_joinLeague
$player.leftLeagueWhenGoodDeal score:1000",,"""Vous souvenez-vous de ce que nous avions, $playerName ?"" Reynard regarde au loin d'un air rêveur. ""Une vision commune, mon patronage, un avenir. Ensemble.""

Il tourne vers vous un regard glacial, comme le verrouillage de cible d'une sous-munition à énergie dirigée. ""Vous souvenez-vous d'avoir jeté tout cela, comme de vulgaires déchets ?""

""Moi, je m'en souviens."" Son expression est parfaitement immobile.",cutCommLinkNoText:Couper la comm,
plReynardHannanJoinSelYes,DialogOptionSelected,"$option == rh_joinLeague
HA_CMD canJoinLeague
HA_CMD updateLeagueData",,"Reynard Hannan vous regarde avec approbation. ""Les details sont infinis, mais vous n'avez qu'a vous preoccuper du niveau le plus eleve de l'arrangement. Ce n'est pas complexe.""","rh_joinLeague2:""Continuez...""",
plReynardHannanJoinSelYesVote,DialogOptionSelected,"$option == rh_joinLeague
HA_CMD canJoinLeague
HA_CMD updateLeagueData
$player.toldReynardVoteHimOut",,"""Les details sont infinis, mais vous n'avez qu'a vous preoccuper du niveau le plus eleve de l'arrangement. Ce n'est pas complexe.""

Reynard Hannan sourit froidement. ""Et il me semble que vous souhaitiez 'me destituer' ? Peut-être aurez-vous votre chance.""","rh_joinLeague2:""Continuez...""",
plReynardHannanJoinSelYes2,DialogOptionSelected,$option == rh_joinLeague2,"Highlight $plDuesPercent 10%
FireBest JoinLeagueCommissionInfo","Il explique que vous devez détenir une commission de la Ligue, et verser $plDuesPercent du revenu colonial brut en cotisations. En retour, la Ligue Persane vous fournira une protection politique contre le genre d'ingérences que les factions majeures utilisent pour intimider les petites entités politiques ; les inspections IA de l'Hégémonie, par exemple.

""Fournissez à la Ligue ses cotisations et un accès commercial, et vous serez libre de gérer vos affaires comme bon vous semble,"" conclut-il. ""En dehors de certains extrêmes qui embarrasseraient la Ligue, naturellement."" Il vous lance un regard de pédanterie assumée. ""Mais tout dirigeant sensé sait comment garder ses affaires internes... internes.""",,
plReynardHannanCommissionPL,JoinLeagueCommissionInfo,Commission hasFactionCommission,FireBest JoinLeagueOptions,"""Vous êtes déjà commissionne aupres de la Ligue,"" dit-il avec approbation. ""Cela faciliterait grandement le processus d'adhesion.""",,
plReynardHannanCommissionOther,JoinLeagueCommissionInfo,Commission hasOtherCommission,FireBest JoinLeagueOptions,"""Vous détenez actuellement une commission de la faction $otherCommissionFaction,"" dit-il en fronçant les sourcils. ""Un problème, mais pas insurmontable. Résignez cette commission et engagez-vous auprès de la Ligue Persane dans le cadre de l'accord d'adhésion.""

""Certains membres du conseil pourraient s'y opposer, peut-être bruyamment. Mais ils ne chercheront qu'à obtenir des concessions."" Reynard esquisse un petit sourire. ""Des affaires de routine, faciles à gérer.""",,
plReynardHannanCommissionNone,JoinLeagueCommissionInfo,,FireBest JoinLeagueOptions,"""Vous ne detenez la commission d'aucune faction majeure,"" dit-il, les yeux rives sur un subtil implant d'interface. ""Compte tenu de vos... activites, vous devrez vous engager a accepter une commission de la Ligue Persane dans le cadre de l'accord d'adhesion ; un arrangement standard.""",,
JoinLeagueOptions,JoinLeagueOptions,,,,"rh_betterDeal:Tenter de négocier l'annulation des redevances
rh_acceptMembership:Accepter l'adhésion à la Ligue aux conditions proposées
cutCommLink:Refuser",
rh_betterDealSel,DialogOptionSelected,$option == rh_betterDeal,"$dealArgumentsMade = 0 0
$willPayHouseHannan = false
$willGiveNanoforge = false
FireAll PLDealArguments","Vous expliquez que votre principale objection concerne le cout des cotisations d'adhesion ; payer pour l'adhesion à la Ligue est tout simplement hors de question.

Tandis que vous parlez, le visage de Reynard affiche un conflit contenu entre scepticisme et impatience.

Il va falloir des arguments de poids pour le convaincre.",,
PLDealARgumentsDefeatedSDF,PLDealArguments,$player.defeatedLeagueSDF,,,"rh_defeatedSDF:""Your system defense fleet, the pride of Kazeron, broke upon me.""",
PLDealArgumentsDefeatedBlockade,PLDealArguments,"$player.defeatedLeagueBlockade
!$player.defeatedLeaguePunEx",,,"rh_defeatedBlockade:""J'ai vaincu votre blocus. Vous avez tenté d'employer la force contre moi, et échoué.""",
PLDealArgumentsDefeatedPunEx,PLDealArguments,$player.defeatedLeaguePunEx,,,"rh_defeatedBlockade:""J'ai vaincu votre expédition punitive. Vous avez tenté d'employer la force directe contre moi et échoué.""",
PLDealArgumentsHannanCut,PLDealArguments,,,,"rh_hannanBribe:""Peut-être des frais de $hannanBribePercent directement sur les comptes de la gens Hannan, pour faciliter cet accord ?""",
PLDealArgumentsHannanNanoforge,PLDealArguments,"HA_CMD kazeronNanoforgeMissing
PlayerHasCargo pristine_nanoforge","Highlight ""pristine nanoforge""",,"rh_nanoforge:""La rumeur dit que la nanoforge intacte de Kazeron a... disparu. Je pourrais donner une pièce de rechange que j'ai en ma possession.""",
PLDealArgumentsNeverMind,PLDealArguments,,,,"rh_goBack:""Laissez tomber.""",
rh_goBackSel,DialogOptionSelected,$option == rh_goBack,"Highlight $plDuesPercent 10%
unset $willPayHouseHannan
unset $willGiveNanoforge","""Eh bien,"" le ton de Reynard contient une pointe d'impatience. ""Les conditions standard d'adhésion à la Ligue Persane restent en vigueur, comme je vous l'ai expliqué.""

Vous devez détenir une commission de la Ligue Persane. Vous serez tenu de verser $plDuesPercent du revenu colonial brut en cotisations. En retour, la Ligue Persane vous fournira une protection politique contre les ingérences que les factions majeures utilisent pour intimider les petites entités politiques, comme les inspections IA de l'Hégémonie.","rh_acceptMembership:Accepter l'adhésion à la Ligue aux conditions proposées
cutCommLink:Refuser",
rh_defeatedSDF,DialogOptionSelected,$option == rh_defeatedSDF,"RemoveOption rh_defeatedSDF
$weary = true 0
$dealArgumentsMade++
FireBest PLCheckArgumentsEnough","« Oh, c'était vous ? » La façade de nonchalance hautaine de Reynard semble de plus en plus fragile.

« Les forges pourvoiront, sans doute. Sans doute... » Son expression se relâche tandis qu'il médite sur quelque chose. Puis il retrousse la lèvre, un rictus de loup acculé.",,
rh_defeatedBlockadeSel,DialogOptionSelected,$option == rh_defeatedBlockade,"RemoveOption rh_defeatedBlockade
$weary = true 0
$dealArgumentsMade++
FireBest PLCheckArgumentsEnough","""Une affaire regrettable."" Il prend un air presque contrit. ""Et un gaspillage de ressources essentielles. Naturellement, j'ai dû paraître suivre la voix du Conseil de la Ligue sur cette question.""

""Vous avez fondé une entité politique puissante."" Ses mains s'ouvrent largement, généreuses. ""Je le voyais depuis le début, bien sûr. Mais l'important, c'est que vous l'avez prouvé à l'ensemble du conseil. Nous pouvons exploiter cela.""

Il sourit, ne concédant rien.",,
rh_hannanBribeSel,DialogOptionSelected,$option == rh_hannanBribe,"RemoveOption rh_hannanBribe
$dealArgumentsMade++
$willPayHouseHannan = true 0
FireBest PLCheckArgumentsEnough","""Ce sont les relations tissées entre les différentes strates de notre civilisation, le flux de loyauté et de faveurs, qui lient nos intérêts et nous profitent à tous,"" médite Reynard.

Il ferme les yeux un instant, les mains jointes contre sa poitrine. ""Ce serait un honneur de vous offrir mon patronage à de telles conditions.""

""Nous devrons présenter cet arrangement au public d'une certaine manière, bien entendu. Quelque petite entité politique finira inévitablement par crier à la 'corruption' - quel mot grossier - afin d'exercer une influence non méritée.""",,
rh_hannanBribeSelUntrustworthy,DialogOptionSelected,"$option == rh_hannanBribe
$player.untrustworthy > 2",RemoveOption rh_hannanBribe,"""Ce sont les relations tissées entre les différentes strates de notre civilisation, le flux de loyauté et de faveurs, qui lient nos intérêts et nous profitent à tous,"" médite Reynard.

Il ferme les yeux un instant tandis qu'il retient puis relâche lentement une profonde inspiration. Ils s'ouvrent soudainement. ""Votre réputation, cependant, vous précède, $playerName. Vous avez pris l'habitude de trahir votre parole, et je ne peux offrir mon patronage à quelqu'un dépourvu d'honneur.""

""Je ne veux pas vous insulter, bien sûr,"" dit-il, magnanime à sa façon. ""Les gens de votre qualité, disons... impitoyable, ont leur utilité. Simplement pas de cette manière.""",,
rh_nanoforgeSel,DialogOptionSelected,$option == rh_nanoforge,"RemoveOption rh_nanoforge
$dealArgumentsMade++
$willGiveNanoforge = true 0
FireBest PLCheckArgumentsEnough","Une grimace tendue apparaît sur le visage de Reynard Hannan, révélant de nouvelles rides là où elles ne devraient pas se trouver.

""Les... rumeurs, malheureusement, sont vraies. Une sale affaire, dont nous n'avons pas besoin de revisiter les détails."" Sa mâchoire impressionnante se crispe un instant.

""Pour votre rôle dans la restauration discrète de la forge de Kazeron à sa gloire passée, je veillerais personnellement à ce que le Conseil de la Ligue apprécie pleinement votre... patriotisme.""",,
PLCheckArgumentsEnoughA,PLCheckArgumentsEnough,$dealArgumentsMade == 1,,"Reynard est exterieurement receptif, mais pas convaincu. Vous sentez qu'il faudra un dernier argument solide pour remporter cette negociation.",,
PLCheckArgumentsEnough,PLCheckArgumentsEnough,$dealArgumentsMade >= 2,,,rh_continueToGoodDeal:Continuer,
rh_continueToGoodDealSel,DialogOptionSelected,$option == rh_continueToGoodDeal,"Highlight ""waive the usual dues""
$madeGoodDeal = true 0","""Je dois l'admettre, vous m'avez surpris, $playerName,"" dit-il, ""et je me surprends moi-même lorsque je déclare - en tant que Premier Démarque - que le Conseil de la Ligue acceptera de dispenser des cotisations habituelles les entités politiques membres de la Ligue Persane.""

Reynard Hannan arbore un sourire radieux de politicien, donnant l'impression que tout cela faisait partie de son plan depuis le début.","rh_acceptMembership:""J'accepte l'adhésion à la Ligue selon les termes amendés.""
cutCommLink:Refuser",
rh_continueToGoodDealSelWeary,DialogOptionSelected,"$option == rh_continueToGoodDeal
$weary","Highlight ""waive the usual dues""
$madeGoodDeal = true 0","""Je dois l'admettre, vous m'avez surpris, $playerName,"" dit-il, ""et je me surprends moi-même lorsque je déclare - en tant que Premier Démarque - que le Conseil de la Ligue acceptera de dispenser des cotisations habituelles les entités politiques membres de la Ligue Persane.""

Reynard Hannan tente un sourire apaisant, visiblement forcé. Il semblerait que ses négociations ne tournent pas souvent aussi bien pour l'autre partie.","rh_acceptMembership:""J'accepte l'adhésion à la Ligue selon les termes amendés.""
cutCommLink:Refuser",
rh_handleHannanPaymentDetails,DialogOptionSelected,"$option == rh_acceptMembership
$willPayHouseHannan","$player.payingHouseHannan = true
unset $willPayHouseHannan
AddPotentialContact","En quelques pressions sur l'interface de communication, vous échangez des codes de transfert de crédits sécurisés.",rh_acceptMembership:Continuer,
rh_handleCommissionNoOther,DialogOptionSelected,"$option == rh_acceptMembership
Commission hasOtherCommission score:2
!$didResign","Commission resign
$didResign = true 0",Vous faites envoyer par votre officier communications un ordre de résignation de votre précédente commission — un acte impersonnel qui ne manquera pas d'agacer et d'offenser.,rh_acceptMembership:Continuer,
rh_giveNanoforge,DialogOptionSelected,"$option == rh_acceptMembership
$willGiveNanoforge","AddRemoveAnyItem SPECIAL pristine_nanoforge -1
HA_CMD kazeronInstallNanoforge
unset $willGiveNanoforge","Vous donnez l'ordre a votre quartier-maître de remettre la Nanoforge Immaculee sous la garde Kazeronienne. L'officier de reception est, sans surprise, un membre de rang intermediaire de la gens Hannan.",rh_acceptMembership:Continuer,
rh_handleCommission,DialogOptionSelected,"$option == rh_acceptMembership
!Commission hasFactionCommission
!$didCommissionStep","Commission accept
$didCommissionStep = true 0","Pendant ce temps, vous parcourez et certifiez le résumé exécutif des lettres de commission de la Ligue Persane.",rh_acceptMembership:Continuer,
rh_joinLeague1,DialogOptionSelected,$option == rh_acceptMembership,"$player.hasGoodPLMembershipDeal = false
FireBest PLSetGoodDealFlag
HA_CMD joinLeague","« En tant que Premier Démarque, j'atteste que $player.theFactionName remplit les conditions d'adhésion établies par la constitution de la Ligue Persane. En tant que dirigeant exécutif, votre autorisation personnelle de pétition d'adhésion est provisoire.",cutCommLinkPolite:Mettre fin à la conversation,
PLSetGoodDealFlag,PLSetGoodDealFlag,$madeGoodDeal,"$player.hasGoodPLMembershipDeal = true
unset $madeGoodDeal",,,
,,,,,,
# Leaving the Persean League,,,,,,
plLeaveLeague,PopulateOptions,"$isPerson
$faction.id == persean
Commission personCanGiveCommission
$player.isLeagueMember
$player.numColonies == 1",,,"rh_leaveLeague:""Ma colonie quitte la Ligue Persane. Considérez ceci comme un avis officiel.""",
plLeaveLeagueMulti,PopulateOptions,"$isPerson
$faction.id == persean
Commission personCanGiveCommission
$player.isLeagueMember
$player.numColonies > 1",,,"rh_leaveLeague:""Je retire mes colonies de la Ligue Persane. Considérez ceci comme un avis officiel.""",
plLeaveLeagueRH,PopulateOptions,"$id == reynard_hannan
$faction.id == persean
$player.isLeagueMember
$player.numColonies == 1",,,"rh_leaveLeague:""Ma colonie quitte la Ligue Persane. Considérez ceci comme un avis officiel.""",
plLeaveLeagueMultiRH,PopulateOptions,"$id == reynard_hannan
$faction.id == persean
$player.isLeagueMember
$player.numColonies > 1",,,"rh_leaveLeague:""Je retire mes colonies de la Ligue Persane. Considérez ceci comme un avis officiel.""",
rh_leaveLeagueSelPermanent,DialogOptionSelected,"$option == rh_leaveLeague
$player.hasGoodPLMembershipDeal",FireBest PLLeaveGoodDealWarning,,"rh_confirmLeave:""Je pensais ce que j'ai dit. J'en ai fini avec la Ligue.""
rh_abortLeave:""Laissez tomber. J'ai, euh, reconsidéré.""",
rh_leaveLeagueSelCanRejoin,DialogOptionSelected,"$option == rh_leaveLeague
!$player.hasGoodPLMembershipDeal",FireBest PLLeaveThreats,,"rh_confirmLeave:""Vous m'avez bien entendu - j'en ai fini avec la Ligue.""
rh_abortLeave:""Laissez tomber. Je me suis... mal exprimé.""",
re_leaveConfirmSel1,DialogOptionSelected,$option == rh_confirmLeave,HA_CMD leaveLeague,"« Bien reçu, » dit $heOrShe, comme figé.

À court de mots, $heOrShe tend la main vers l'interrupteur de communication.",cutCommLinkPolite:Mettre fin à la conversation,
re_leaveConfirmSel2,DialogOptionSelected,"$option == rh_confirmLeave
$player.hasGoodPLMembershipDeal",HA_CMD leaveLeague,"« Bien reçu, » dit $heOrShe, comme figé.

À court de mots, $heOrShe tend la main vers l'interrupteur de communication.",cutCommLinkPolite:Mettre fin à la conversation,
re_leaveConfirmSel1rh,DialogOptionSelected,"$option == rh_confirmLeave
$id == reynard_hannan","AdjustRepActivePerson VENGEFUL -20
HA_CMD leaveLeague","Le visage du Premier Démarque est figé dans un masque de mépris.

Il tend la main vers l'interrupteur de communication sans un mot de plus.",cutCommLinkPolite:Mettre fin à la conversation,
re_leaveConfirmSel2rh,DialogOptionSelected,"$option == rh_confirmLeave
$player.hasGoodPLMembershipDeal
$id == reynard_hannan","AdjustRepActivePerson VENGEFUL -40
HA_CMD leaveLeague","Le visage du Premier Demarque est fige dans un masque de mepris, a l'exception d'un infime tressaillement - et en lui, d'une certaine manière, la promesse d'une vengeance, que ce soit par le feu nucleaire ou le froid de l'espace.

Il tend la main vers l'interrupteur de communication sans un mot de plus.",cutCommLinkPolite:Mettre fin à la conversation,
re_leaveNeverMindSel,DialogOptionSelected,$option == rh_abortLeave,"FireBest PLLeaveNeverMind
FireAll PopulateOptions",,,
# Generic text for above,,,,,,
PLLeaveGoodDealWarningA,PLLeaveGoodDealWarning,,,"Le $post de la Ligue écarquille les yeux.

""$playerName. C'est... c'est un choc. Vous devez comprendre que le retrait de la Ligue est permanent et irréversible. Bien que, bien sûr, techniquement, toute entité politique membre puisse partir, si elle le souhaite. Nous avons tous cette liberté. C'est pour cela que nous sommes la Ligue.""

$HeOrShe remue inconfortablement. ""Je vous exhorte à reconsidérer. Pensez à votre peuple ! Je ne... vos paroles ne quitteront pas mon bureau.""",,
PLLeaveGoodDealWarningB,PLLeaveGoodDealWarning,$player.payingHouseHannan,,"Le $post de la Ligue écarquille les yeux.

""$playerName. C'est... c'est un choc. Vous devez comprendre que le retrait de la Ligue est permanent et irréversible. Bien que, bien sûr, techniquement, toute entité politique membre puisse partir si elle le souhaite. Nous avons tous cette liberté.""

$HeOrShe remue inconfortablement, puis parle plus bas. ""...Techniquement. Mais on entend des choses. Vous avez un arrangement avec la gens Hannan, n'est-ce pas ? Vous ne pouvez pas rompre un accord de clientèle avec une gens de Kazeron ! Cela ne se fait tout simplement pas ; enfin, vous finirez... paria, bandit, exclu. Je vous exhorte à reconsidérer. Pensez à votre peuple !""",,
PLLeaveThreatsA,PLLeaveThreats,HA_CMD canSendPLPunitiveExpedition,,"Le $post de la Ligue plisse les yeux. ""Pesez vos mots, $playerName.""

""Oui, bien que vous ayez techniquement le droit de vous retirer de la Ligue à tout moment - nous l'avons tous - cela ne se fait tout simplement pas. Le conseil prendra très mal cette nouvelle, sans parler du Premier Démarque.""

$HeOrShe soupire, exaspéré. ""Laissez-moi parler franchement pour que vous compreniez bien : vos industries seront rasées, vos flottes réduites en ferraille. On ne quitte pas la Ligue Persane comme ça.""",,
PLLeaveThreatsB,PLLeaveThreats,!HA_CMD canSendPLPunitiveExpedition,,"Le $post de la Ligue plisse les yeux. ""Pesez vos mots, $playerName.""

""Oui, bien que vous ayez techniquement le droit de vous retirer de la Ligue à tout moment - nous l'avons tous - cela ne se fait tout simplement pas. Le conseil prendra très mal cette nouvelle, sans parler du Premier Démarque.""

$HeOrShe soupire, exaspéré. ""Laissez-moi parler franchement pour que vous compreniez bien : on vous traquera, capitaine. Et oui, un capitaine est tout ce que vous serez au bout du compte. Cela prendra peut-être des cycles, mais si vous faites cela, vous vous ferez... de tels ennemis.""",,
PLLeaveThreatsC,PLLeaveThreats,"HA_CMD canSendPLPunitiveExpedition
$player.numTimesLeftLeague >= 1","SetTextHighlightColors bad
Highlight ""never be allowed back""","""Ne soyez pas ingrat,"" le $post de la Ligue Persane rougit de colère. ""Vous aviez une seconde chance ! Personne n'obtient de seconde chance !""

""Laissez-moi vous énoncer les conséquences de vos paroles barbares : vos industries ? Rasées jusqu'aux scories. Votre peuple ? Tué, et dispersé parmi les étoiles pour mourir dans le vide, ou dans les mines de quelque puits gravitationnel perdu.""

""On ne vous laissera jamais revenir dans la Ligue. Vous serez méprisé comme un parjure, un barbare ; un ennemi des peuples libres de la Ligue. Méditez là-dessus.""",,
PLLeaveThreatsD,PLLeaveThreats,"!HA_CMD canSendPLPunitiveExpedition
$player.numTimesLeftLeague >= 1","SetTextHighlightColors bad
Highlight ""will not be allowed to rejoin""","""Ne soyez pas ingrat,"" le $post de la Ligue Persane rougit de colère. ""Vous aviez une seconde chance ! Personne n'obtient de seconde chance !""

""La Ligue se souvient de telles trahisons. Nous n'avons jamais oublié Mairaath, et ne l'oublierons jamais,"" avec ses capacités réduites, $heOrShe doit s'en remettre aux vieilles cicatrices et rancunes de la Ligue. ""Même s'il faut cent cycles, il y aura un règlement de comptes.""

""Et on ne vous laissera jamais revenir dans la Ligue. Vous serez méprisé comme un parjure, un barbare ; un ennemi des peuples libres de la Ligue. Méditez là-dessus.""",,
PLLeaveNeverMind,PLLeaveNeverMind,,,"$HeOrShe vous observe longuement.

""Ne lancez pas de telles paroles à la legere à l'avenir, $playerName. Dans la Ligue, votre parole a de la valeur.""",,
"# Text for above, when talking to Reynard Hannan",,,,,,
PLLeaveGoodDealWarningA2,PLLeaveGoodDealWarning,$id == reynard_hannan score:100,,"""Ces mots me surprennent, $playerName,"" dit calmement Reynard Hannan. ""Jetteriez-vous ce que nous avons bâti ensemble si inutilement et si inconsidérément ?""

Vous percevez la colère qui bouillonne, profondément. ""Vous aviez un tel potentiel.""

Il se recule brusquement, se détournant d'un geste dédaigneux. ""Dites-moi maintenant que vous vous êtes mal exprimé. Je me permettrai d'oublier votre lapsus.""",,
PLLeaveGoodDealWarningB2,PLLeaveGoodDealWarning,"$id == reynard_hannan score:100
$player.payingHouseHannan",,"""Ces mots me surprennent, $playerName,"" dit calmement Reynard Hannan. ""Violeriez-vous la promesse que vous m'avez faite, à moi et à la gens Hannan, si inconsidérément ? J'imaginais que nous prospérerions ensemble ; que nous bâtirions un nouveau Secteur Persan... ensemble.""

Vous percevez la colère qui bouillonne, profondément. ""Je ne vous aurais jamais pris pour un parjure,"" dit-il doucement, et mortellement.

Il se recule brusquement, se détournant d'un geste dédaigneux. ""Dites-moi maintenant que vous vous êtes mal exprimé. Je me permettrai d'oublier votre lapsus.""",,
PLLeaveThreatsA2,PLLeaveThreats,"$id == reynard_hannan score:100
HA_CMD canSendPLPunitiveExpedition",#AdjustRepActivePerson VENGEFUL -10,"""Ingrat,"" Reynard Hannan crache le mot. ""Je voudrais voir ma Ligue punir votre barbarie, votre inconstance sanguinaire, votre parjure.""

""Je voudrais voir vos flottes anéanties ; votre héritage réduit en cendres,"" siffle-t-il, les yeux enflammés. ""Imaginez la scène, capitaine. Vous ne seriez qu'une note de bas de page lugubre dans l'histoire de la Ligue, et un embarras mineur pour la gens Hannan.""

""Si... vous prononciez de tels mots, tel serait votre destin."" Il parle très doucement maintenant. ""L'anéantissement total.""",,
PLLeaveThreatsB2,PLLeaveThreats,"$id == reynard_hannan score:100
!HA_CMD canSendPLPunitiveExpedition",#AdjustRepActivePerson VENGEFUL -10,"""Ingrat,"" Reynard Hannan crache le mot. ""Ma Ligue se souvient de la barbarie, de l'inconstance sanguinaire, du parjure et des mensonges. Nous nous souvenons de Mairaath.""

""Un jour,"" ses yeux deviennent froids comme l'espace entre les étoiles, ""vous pourriez n'être que poussière. Anéanti, oublié. Vous pourriez n'être qu'une note de bas de page lugubre dans la glorieuse histoire de la Ligue, un embarras mineur pour la gens Hannan.""

""Imaginez la scène,"" dit-il doucement. ""Après de tels mots, tel serait votre destin.""",,
PLLeaveThreatsC2,PLLeaveThreats,"$id == reynard_hannan score:100
HA_CMD canSendPLPunitiveExpedition
$player.numTimesLeftLeague >= 1","AdjustRepActivePerson VENGEFUL -50
SetTextHighlightColors bad
Highlight ""will never be allowed to rejoin""","Reynard ferme les yeux un instant. ""Vous avez commis une série d'erreurs terribles, $playerName,"" dit-il, la voix empreinte d'un chagrin feint. ""Vous aviez un tel potentiel. Faire partie de quelque chose de plus grand ; bâtir quelque chose de durable, quelque chose de beau.""

Le calme se brise. ""Rustre !"" crie-t-il, les yeux enflammés. ""Vous n'êtes qu'un barbare, bon qu'à semer le chaos ! Je réduirai vos flottes en poussière ! Je raserai vos industries ! Vos trésors ne seront plus que scories ; votre peuple dispersé dans le vide pour polluer quelque autre monde, ou périr dans l'espace.""

""Quand nous viendrons pour vous,"" ses yeux sont emplis de haine, ""nous viendrons avec le feu.""",,"# As I recall, I learned the word ""churl"" from Indiana Jones and the Fate of Atlantis -dgb"
PLLeaveThreatsD2,PLLeaveThreats,"$id == reynard_hannan score:100
!HA_CMD canSendPLPunitiveExpedition
$player.numTimesLeftLeague >= 1","AdjustRepActivePerson VENGEFUL -50
SetTextHighlightColors bad
Highlight ""will never be allowed to rejoin""","Reynard ferme les yeux un instant. ""Vous avez commis une série d'erreurs terribles, $playerName,"" dit-il, la voix empreinte d'un chagrin feint. ""Vous aviez un tel potentiel. Faire partie de quelque chose de plus grand ; bâtir quelque chose de durable, quelque chose de beau.""

""Encore et encore, vous avez choisi le chaos. Une entité politique dirigée par un barbare comme la vôtre... ne sera jamais autorisée à réintégrer la Ligue.""

""Ne vous inquiétez pas d'un autre blocus, capitaine,"" il crache ce titre subalterne, les yeux brillants comme le givre d'un caisson cryogénique. ""Un jour, nous viendrons pour vous. Et quand nous viendrons, nous viendrons avec le feu.""",,
PLLeaveNeverMind2,PLLeaveNeverMind,$id == reynard_hannan score:100,,"""Ah. C'est bien ce que je pensais,"" dit Reynard avec une grâce feinte. ""Cela ressemble tout à fait au genre d'impair grossier que vous feriez."" ",,
# Talking to someone other than Reynard on Kazeron and can join the League; get pointed to Reynard,,,,,,
plNotReynardHannanJoinLeague,PopulateOptions,"$isPerson
$id != reynard_hannan
$market.id == kazeron
$personFaction.id == persean
Commission personCanGiveCommission
HA_CMD canJoinLeague
!$player.isLeagueMember",,,"notRH_joinLeague:""J'aimerais vous parler de rejoindre la Ligue Persane.""",
notRH_joinLeagueSel,DialogOptionSelected,$option == notRH_joinLeague,SetEnabled notRH_joinLeague false,"""Je vois, je vois,"" $heOrShe joint les mains, pesant ses prochains mots.

""Il y a une procédure officielle. Trouver un parrain, envoyer une délégation au Conseil de la Ligue, une session de questions, un vote."" $HisOrHer regard se tourne vers vous maintenant, croisant le vôtre à travers les communications. ""Mais ce que vous allez vouloir faire, c'est parler à Reynard Hannan. Rien ne passera au Conseil de la Ligue sans l'aval de la gens Hannan."" $HisOrHer regard se détourne à nouveau, et $heOrShe hausse légèrement les épaules.

""Bienvenue à Kazeron.""",,
,,,,,,
,,,,,,
# Stopping payments to Gens Hannan without leaving the League,,,,,,
plReynardHannanStopPaying,PopulateOptions,"$isPerson
$id == reynard_hannan
$player.isLeagueMember
$player.payingHouseHannan",,,"rh_stopPaying:""J'arrête les paiements à la gens Hannan, avec effet immédiat.""",
rh_stopPayingSel,DialogOptionSelected,$option == rh_stopPaying,,"""Oh ? Si vous faites face à la banqueroute, je pourrais glisser un mot à quelques investisseurs. En tant que faveur personnelle, bien entendu."" Il suinte la noblesse oblige, méditant sur votre situation.

Puis une expression raisonnable mais préoccupée passe sur son visage. ""Je comprends maintenant - vous souhaitez éviter de paraître dans l'obligation de mendier. Peut-être que mes gens pourraient mettre en place une sorte de système d'arriérés ? Discrètement, bien entendu. Nul besoin que des tiers sachent vos difficultés.""

Il sourit.","rh_confirmNoPay:""Je ne demande pas d'aide. Je vous dis que les paiements cessent. Maintenant.""
rh_abortNoPay:""Laissez tomber, j'ai reconsidéré.""",
rh_abortNoPaySel,DialogOptionSelected,$option == rh_abortNoPay,FireAll PopulateOptions,"""Bien sur ; j'avais suppose que vous vous étiez mal exprime."" Il regarde nonchalamment de côté, contemplant ce qui est sans doute une vue spectaculaire.

""C'est le genre de chose que vous pourriez faire, et que, bien entendu, je pardonne.""",,
