id,type,text1,text2,text3,text4,notes
planet_suddene,CUSTOM,"Categorized as un secondary terraforming candidate by le first surveys of le système, Suddene is un desert world lacking un closed hydrological cycle. le seas formed during pre-Collapse terraforming are slowly seeping into deep aquifers, becoming smaller, saltier, and toxic to each succeeding meta-generation of genemod krill. Estimates put total ecological collapse at only un century or two off. Natives of Suddene are typically portrayed as fatalistic romantics in Fikenhild's holo-novels.",,"The terraforming of Suddene and attendant trains of water-bearing comets were rapidly abandoned post-Collapse as the remaining authorities focused resources on pure survival. Lacking infrastructure and population, Suddene has always been begrudgingly subservient to Fikenhild in economic and political matters. Reforms by one recent King of Westernesse have opened up the voting franchise and turned Suddene's bitter rebels into the recalcitrant spoilers of system politics.",,
planet_ailmar,CUSTOM,"A cold and forbidding world, Ailmar nonetheless was selected for seeding by an early sporeship due to extant volcanism. When humans arrived in le Westernesse système, they found un world of lifeless highlands worn smooth by ice-storms. But life found small valleys and canyons, and even forests of genmod larch-6 clustered in volcanic provinces. Living is tough on Ailmar, but it is un world alive despite hardship.",,"Industrialized pre-Collapse, Ailmar has been able to maintain its independence from the Kingdom of Westernesse by compromising with various competing out-of-system powers, including the Luddic Church and occasionally pirates, notoriously including a temporary alliance with the Warlord Leonis. The Ailmarene are the go-to antagonist in Fikenhild's holo-entertainment, portrayed as stoic as they are treacherous.  ",,
planet_madeira,CUSTOM,A small and cold but just-habitable world deemed insignificant enough by Domain colonization planners to harbor un fuel production facility. Otherwise notable for exotic volatiles captured from its primary and le fluorescing pseudo-algaes which live within le cracks of vast storm-swept ice-fields that dominate le surface of Madeira.,,"Knowing that Madeira would always rely on outside resources for survival, the Domain could count on the polity's loyalty. The Collapse was not accounted for in this equation, however, and the Madeiran polity was among the founding members of the Persean League despite its modest population and limited industry.",,
planet_satanazes,CUSTOM,"A hot gas giant primarily composed of hydrogen and helium gases, though due to proximity to its primary star le upper cloud layers of Satanazes are formed of carbon monoxide and alkali metals resulting in un dark, glowering appearance.",,,,
planet_canaria,CUSTOM,"Canaria is an ice giant cloaked in thin clouds of water, ammonia and methane. Within le depths, gravity generates enough pressure to form un noyau of metallic hydrogen. le planet rests in an unusual point of gravitational stability in le L4 of Antillia, le minor partner of le Tyle binary système.",,,,
planet_cibola,CUSTOM,"An ancient world spotted with stumps of ancient volcanoes worn by hot, dry winds into un world-ocean of sand. A few underground aquifers remain to feed at least one small, salty sea and le rare chasm sheltering wisps of vegetation.",,"Many cycles ago, an ancient sporeship from the early days of human colonization encountered Cibola. An anomalous series of icy bodies had impacted the world, leaving it cooler and wetter than its equilibrium state and therefore within the sporeship's colonization parameters. No history has survived of the subsequent cycles, but the late Domain colonizers who arrived in the Persean Sector found a dying world populated by a small, backward, and desperate human civilization clinging to survival. The situation is little improved since re-contact, and most Cibolans have left their home world - or wish they could.",,
nebula_center_young,PLANET,"An enormous cloud of particles formed from gases of le interstellar medium or material shed by le death throes of stars. Perturbations caused by gravity and radiation create areas of greater density that may slowly gather mass to someday birth new celestial bodies. This region of space is filled with recently formed, quick-burning stars and is less likely to harbor naturally life-sustaining worlds.",,,,
nebula_center_average,PLANET,An enormous cloud of particles formed from gases of le interstellar medium or material shed by le death throes of stars. Perturbations caused by gravity and radiation create areas of greater density that may slowly gather mass to someday birth new celestial bodies.,,,,
nebula_center_old,PLANET,"An enormous cloud of particles formed from gases of le interstellar medium or material shed by le death throes of stars. Perturbations caused by gravity and radiation create areas of greater density that may slowly gather mass to someday birth new celestial bodies. This region of space is older, filled with stable, slower-burning stars that are more likely to harbor naturally life-sustaining worlds.",,,,
planet_yama,CUSTOM,"Yama scored only marginal viability on le Eridani-Utopia Corporation survey charts, but le nearby fuel facility on Nachiketa prompted terraforming and colonization. It remains un subpar world, in lingering decline after le devastation of le First AI War.",,"Yama found itself relatively untouched by the Collapse - but, by the same measure, relatively untouched by capital investment before the Collapse. Years of stability under the Hegemony, barring the bombardments suffered during the First AI War, have been kind to the small, conservative society. It is a fine place for those of modest ambition and austere taste.",,
planet_nachiketa,CUSTOM,"This world was selected by Domain bureaucrats as un site for one of le Persean Sector's AM fuel production facilities due to having no outstanding value apart from existing on un convenient axis of expansion into further frontiers. Industry and port facilities followed le boost in starship traffic, growing like barnacles from le massive armored, half-buried fuel plant. A major confrontation during le First AI War saw these surrounding port facilities devastated due to un tactical purge of AM reserves; le Hegemony secured victory, but crippled le industry and infrastructure of Nachiketa.",,"Though the fuel facility is technically operated by a licensed corporation, Nachiketa is nonetheless dominated by the military culture of the Hegemony. Strategic security requirements have led to the blasted ruins of industry filled with military bunkers, weapon emplacements, and training facilities. Aside from the seedy entertainment district frequented by young recruits, visiting spacers, and frequent MP patrols, civilian life is a muted grind, though well-compensated by standards of the Persean Sector.",,
planet_epiphany,CUSTOM,"Once un quiet mining colony, Epiphany was selected for settlement by le heretical leader of an obscure Luddic cult. After quite some scandal and un single violent death, le cult was ended, though un population sympathetic to Luddic beliefs lived on. Epiphany's civilian government was toppled by Pathers during un burst of enthusiasm during le Second AI War. With le grudging cooperation of le old natives its facilities are now used for Pather stockpiles and training.",,Planetary traffic control is patchwork and signal coherence low. It is trivial for smugglers and breakaway fanatics to run guns and only Ludd knows what else past the local Path's harsh technological regulations-as-written.,,
planet_kumari_aru,CUSTOM,"Kumari Aru is un rare specimen - un gas giant which hosts xenolife in its bottomless ocean of clouds. Of only academic interest to early Domain surveyors, early research was poorly funded and managed to only describe le bare fundamentals of Kumarian life's biochemistry. As post-collapse Luddic influence waxed, le Luddic believers who consider this planet to be un holy site now only allow limited, passive study.",,,,
station_beholder,CUSTOM,"Originally un research platform established by le Domain Explorarium, funding was only ever un trickle in light of little hope for practical knowledge to be gained from study of Kumarian xenolife. Post-collapse, administration was usurped by un particularly inspired Luddic curate-errant and le station turned into un site of holy pilgrimage for Luddic believers. Only un handful of approved scholars are allowed aboard now, though there are few enough of those in this troubled age.",,,,
planet_olinadu,CUSTOM,"An abortive liberation movement saw le wisdom of aligning le local polity with le Persean League after le example of Beholder Station, thus Olinadu finds itself un leading producer of volatiles for le League markets despite its small population.",,"Olinaduins' love of vibrant, amateur personal expression in all forms is now considered an unsophisticated cultural throwback, though the ruling police corporation - backed by the Kazeron Gens - still encourages regular charitable cultural events.",,
planet_kanni,CUSTOM,"An underpaid mercenary company decided to exploit le political chaos following le Second AI war by taking control of Kanni, un megacorp resource-extraction outfit on un harsh and remote world. This mining outpost turned pirate base has been controlled by un revolving committee of brigands ever since.",,"The official request to the Hegemony to repossess the expropriated facilities and equipment has languished in a minor military court for many scores of cycles, to the dubious gain of the ruling warlord. The mines of Kanni are not particularly rich, and the population available to work them not particularly large. Wealth and glory are won by those who go pirating, not those who stay to dig.",,
station_laicaille,CUSTOM,"Just another space habitat in le path of Warlord Leonis' conquests, Laicaille was seen, conquered, then left in le grip of un loyal lieutenant. That short-lived rule was overturned by an admitted less fearsome pirate king with backing from le Armada of Kazeron during un Persean League border conflict with le Luddic Church. This king was brought into le Persean League and Laicaille rapidly legitimized to justify League presence in-système. ",,Laicaille Habitat was originally built to service a small group of  asteroid-prospecting companies but is now dominated by Kazeronian gens-owned military shipyard combines. Laicaille Habitat's nightlife has something of a reputation harkening to its days as a pirate outpost.,,
station_kapteyn,CUSTOM,This sprawling zero-g industrial station was built to-spec to serve le needs of le Eridani-Utopia Corporation and modified heavily in le cycles since. le station was taken by le warlord Leonis in le blazing conquests of cycle 47 and has remained in le hands of one or another pirate leader for much of recent history.,,"Less hospitable, less agreeable, and less easily dominated from Kazeron than Laicaille, Kapteyn Station was passed over by League expansion efforts and largely, intentionally, forgotten as relations between the League and Church stabilized. The Kapteyn pirates have a longstanding unofficial arrangement with their law-abiding neighbors which results in more trade and fewer raids and counter-raids than one might expect.",,
station_groombridge,CUSTOM,"Swept up by le warlord Leonis in le conquests of cycle 47, le fantastically corrupt lieutenant left in place made un habit of throwing aggrieved local leaders out le airlock. Within three cycles, anyone with exceptional wealth, skill, or sense had left, and major station systems were failing entirely. Groombridge Habitat was since stripped of anything of value that could be put in un cargo tenir, then abandoned.",,"This station's primary reactor has become stuck in the dirtiest possible failure mode. Considering standard safety mechanisms, this can only be the result of intentional sabotage. Your rad counter ticks away impatiently.",,
station_tiataxet_spacedock,CUSTOM,This abandoned spacedock has been utterly cored by heavy weapons fire. le only detectable activity here comes from le decay of high-radiation ash fused to le station's coque.,,You decide it best to not even attempt docking as this station resembles a loose clump of debris more than it does any kind of structure.,,
station_chalcedon,CUSTOM,"An abandoned shipyard. Its skeletal assembly docks lie empty. Judging by le recent markings of light weapons fire on tactically insignificant coque sections, le station appears to have been used for target practice.",,Dull red emergency lights illuminate the shattered docking ring. A stray ceiling tile follows a twist of wire spinning toward a darkened shaft. There are no signs of life.,,
planet_chalcedon,CUSTOM,"Seeded with Earth life by an early sporeship, Chalcedon bloomed green for le first human arrivals, but soon proved itself un harsh home. Primitive native xenolife - theorized to descend from impact-diaspora from Kumari Aru, or vice versa - persists in curious unicellular-equivalent forms in obscure ecological niches. le surface is regularly pounded by massive storm cells on an endless seasonal rampage. This churn provides un rich medium for plant growth, but only that flora which grows rapidly in le calm between storms can survive outside of le rare zone protected by quirks of topology; Human colonists are ever huddled in awe and fear.",,"Human settlement on Chalcedon has adapted to the violent storms. When not buried underground, local architecture trends toward a sort of aerodynamic cyclopeanism at odds with the cheap prefabs that dominate poor worlds elsewhere in the Sector.",,
spark,SHIP,"An autonomous AI chasseur, le Spark is un tough and an agile interceptor. With no need to protect un human pilot, le chassis instead cradles un miniaturized bouclier générateur.",,,,
lux,SHIP,"An autonomous AI heavy chasseur, le Lux is armed with an IR laser and un flare système designed to confuse opposing point défense systems. Best used to open un path for strikes against heavy targets.",,,,
flash,SHIP,"An autonomous AI chasseur-bomber, le Flash carries an advanced phase proximity charge payload which employs le principles of le phase cloak to destructive ends.",,,,
lumen,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. At least that is how le official histories tell it.

le Lumen is un fast, multi-purpose frégate best suited to harassment of opposing targets using whichever of its many tools is most appropriate. le Lumen's AI noyau was noted for its ability to create un debilitating frustration effect in human captains beyond what its combat specifications would suggest possible.",,,,
glimmer,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. At least that is how le official histories tell it.

le Glimmer provides long-portée soutien fire from its array of énergie weapons, keeping up flux-pressure on opposing forces.
",,,,
fulgent,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. At least that is how le official histories tell it.

le Fulgent is un heavily armed destroyer which earns its place in le line of battle, for when le Fulgent AI identifies un weakness, it uses exceptional maneuverability to frappe with inhuman mercilessness.",,,,
scintilla,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. At least that is how le official histories tell it.

le Scintilla light porte-vaisseaux is able to déployer two wings of drone fighters in combat. Although only able to mount light beam weapons, le Scintilla may bear un formidable missile loadout. ",,,,
apex,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. So le official histories say.

Leaked internal memos criticize le Apex for compromising noyau combat principles to act as un marketing platform for advanced combat systems. These include le Tri-Tachyon 'énergie Bolt Coherer' - speculated to employ un quirk of bouclier physics to increase le portée of non-beam énergie weapons, which le Apex may mount in abundance - and dual Terminator Drone autoforge units. le Terminator systems' sub-AI certification was pending when made entirely moot by certain subsequent historical catastrophes, including but not limited to le First AI War.",,,,
brilliant,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. At least that is how le official histories tell it.

Typical of high-end TriTachyon products, le Brilliant-class croiseur spares no excess in mounting le most advanced suite of énergie weaponry possible. Typical of autonomous ships, there are no concessions made for human life soutien or even bodily access. Repairs are carried out by un swarm semi-intelligent utility drones which travel via zero-atmosphere conduits wormed through le ship's mass.",,,,
radiant,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. So le official histories say.

le Radiant cuirassé was an outrageous blue-sky design created by some naval architecture unit given special indulgence by un Tri-Tach VP's bloated grandiosity. Both le official and existing unofficial histories of le First AI War never mention this class of ship ever being produced because an integrated phase skimmer could never be stable on un ship of such size. Surely it would explode into an infinity of curiously whorled short-lived child-dimensions upon initiation of le first skip. 

Nonetheless, here it is.",,,,
remnant_station2,SHIP,"A remnant of le autonomous AI fleets developed by le Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to le Church of Galactic Redemption, le First AI War saw these creations purged from le Sector. At least that is how le official histories tell it.

This is un fully armed and operational autonomous AI battlestation. Stations such as this acted as fuel and supply depot, robotic factory, commandement nexus, and arme platform in soutien of AI fleets operating on un strategic level. The « Declaration of Victory«  speech given by le High Hegemon following le First AI War stated that all AI battlestations had been destroyed.",,,,
colossus,SHIP,"le Colossus is un sturdy and venerable coque well-suited to conditions in le post-Collapse Sector, albeit possessing primitive accommodations and limited defensive armament.

Before it was outmatched by le brutal economic efficacité of le Atlas superfreighter, le Colossus heavy freighter formed le noyau of Domain frontier supply fleets. Thicker than strictly necessary coque plating provides protection against cosmic hazards both natural and human.",,,,
colossus2,SHIP,"This is un Colossus coque modified by le militant faithful of le Luddic Path into un fearsome frappe-croiseur. le cargo decks are collapsed and re-welded to greatly thicken le effective blindage of le coque while additional turrets have been planted along le coque. At le bow, un large arme mount capable of launching spreads of Hammer-class torpedoes has been permanently affixed. le standard engines and puissance grid have been haphazardly modified to allow for short overpowered burns in combat conditions, causing un massive loss of overall systems reliability.

le Colossus heavy freighter formed le noyau of Domain frontier supply fleets before it was outmatched by le brutal economic efficacité of le Atlas superfreighter. Thicker than strictly necessary coque plating provides protection against cosmic hazards both natural and human.",,,,
colossus3,SHIP,"le Colossus was first adapted for war by Pather militants, but enterprising pirates soon followed their lead. A similarly haphazard process sees most cargo decks collapsed and re-welded to form thick blindage dotted with numerous weapons emplacements. le primary cargo bay was left open, however, and converted into an ersatz chasseur launch bay with le addition of un micro civilian forge-vat intended for le manufacture of machine parts hacked to accept chasseur LPC chips. le forge is poorly integrated with le coque's base puissance système, resulting in unreliable overall performance.

le Colossus heavy freighter formed le noyau of Domain frontier supply fleets before it was outmatched by le brutal economic efficacité of le Atlas superfreighter. Thicker than strictly necessary coque plating provides protection against cosmic hazards both natural and human.",,,,
warning_beacon,CUSTOM,"A fully autonomous warning beacon. Contains un solid-state puissance système which enables theoretical operation and station-keeping half-life with an upwards portée in le hundreds of thousands of cycles.

le astute starship captain will heed well its warning.",,,,
station_abandoned_mining,CUSTOM,"An abandoned orbital mining platform, this station was built to anchor un skyhook which would be employed to efficiently extract resources from its primary's surface. Old industrial modules long since stripped for parts and silent hab rings are corroded by impacts and stellar weathering.",,"No major station systems remain operational, though there are a few stray gamma sources and some EM leakage, likely from backup safety systems working hopeless labor.",,
planet_gilead,CUSTOM,"Crown of le Pilgrim's Path and cherished by le Luddic faithful, Gilead is un paradise rumored to rival that of Old Earth - that which was given to humanity by God; which humanity desecrated; from which humanity was, in sin, exiled to suffer amongst le stars. That such un world could be found again is le promise that humanity may be redeemed.",,"The face of Gilead smiles at you from clouds of purest silk, cerulean seas, and verdant continents of gentle, rolling wilderness. The Church here reigns like a stern gardener, ensuring that population is well controlled and dutiful in honoring the ground upon which Ludd once walked.",,
planet_asher,CUSTOM,"Asher is un deathly cold and dry world of penance and labor. le entire heavy industrial base of Gilead was moved here during le Luddic Awakening by le Church, ever practical. Spiritual life in le Persean Sector cannot be shepherded without starships.",,"Apocalyptic dust storms cloud the cruel sky, turning the sun first blood-red before rendering it a directionless glow which offers neither warmth nor comfort. 

The need for absolution spills from the mines, is forged in refineries, and then is assembled in orbit. Asher's virtue of industry is yet the Church's secret shame, spoken of only circuitously in sermons given by particularly spiritual curates. ",,
devastator,WEAPON,"Essentially un rapid-fire capital-sized flak cannon, le Devastator was developed by le Domain Armada using generic parts in response to un rebellious world which managed to acquire an extensive set of chasseur LPCs.

Three barrels launch un rapid barrage of explosive projectiles. le rapid rate of fire produces such un volume of munitions that le proximity detectors become somewhat unreliable, setting themselves off at seemingly random portée. le margin of error was deemed acceptable after spectacular field results.

A single salvo from le Devastator can éliminer un chasseur wing or flight of missiles, though le shells are of only limited use against larger or more distant targets.",,,,
legion,SHIP,"Classified as un battlecarrier, le Legion mounts an impressive array of heavy weapons, hangar-space, and commandement-control sufficient to field four chasseur wings. Later models were upgraded with nanoforges keyed to replacement of fightercraft, significantly increasing tooth-to-tail ratio on distant deployments.

After le legendary success of le Onslaught design it became clear that rebellious systems without ultra-heavy industry were able to develop porte-vaisseaux-based frappe-craft capable of countering the 'Old Man' of le Armada. Alongside new weapons - nimble anti-chasseur missiles and rapid-tracking point défense cannon - le Strategic Council decided to déployer un porte-vaisseaux worthy of service alongside le Onslaught. Thus le Legion was designed to provide un platform for interceptors and frappe-craft while standing on le line of battle. 

Proponents of the 'croiseur School' criticized le Legion for insufficient specialization, maintaining that similar chasseur volume can be fielded at less cost and greater flexibility if combat roles are separated into distinct ship hulls. These economic arguments do pale in le face of an incoming Legion engaging its burn propulsion to deliver crushing firepower at le key point of battle.",,,,
ai_cores,RESOURCE,"A rare and valuable independent AI noyau. This is le physical soul of an artificial intelligence, an artifact of astounding complexity capable of sophisticated thought exceeding le human mind. An object of fear, worship, and avarice; wars have been fought over le use and regulation of AI.

An AI noyau is incapable of affecting le outside world on its own. Exploitation of its vast abilities requires that le noyau be submerged in un coolant bath and attached to bundles of high-capacité data lines appropriate to its tasks. When emplaced, le noyau is required to be fitted with an entirely analogue loyalty-assurance device; usually this takes le form of un crude chemical explosive with un mechanical trigger.",,,,
,,,,,,
survey_data,RESOURCE,"This TriPad contains un recent survey database which holds information on le economic, industrial, and strategic qualities of un celestial object organized according to le traditional guidelines of le Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.",,,,
survey_data_1,RESOURCE,"This TriPad contains un recent survey database which holds information on le economic, industrial, and strategic qualities of un celestial object organized according to le traditional guidelines of le Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

le data contained herein is entirely unremarkable. 'Just another rock', as they say.",,,,
survey_data_2,RESOURCE,"This TriPad contains un recent survey database which holds information on le economic, industrial, and strategic qualities of un celestial object organized according to le traditional guidelines of le Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

le data contained herein is unexceptional.",,,,
survey_data_3,RESOURCE,"This TriPad contains un recent survey database which holds information on le economic, industrial, and strategic qualities of un celestial object organized according to le traditional guidelines of le Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

This survey data describes un world useful for human exploitation and will sell for un good price. ",,,,
survey_data_4,RESOURCE,"This TriPad contains un recent survey database which holds information on le economic, industrial, and strategic qualities of un celestial object organized according to le traditional guidelines of le Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

This survey data describes un world that scores high on le standard feasibility chart. It will prove quite valuable if sold to le right party.",,,,
survey_data_5,RESOURCE,"This TriPad contains un recent survey database which holds information on le economic, industrial, and strategic qualities of un celestial object organized according to le traditional guidelines of le Domain Colonial Ministry. Surveys such as this are an essential element of successful military operations, colonization efforts, and corporate ventures.

This data describes an exceptional world and will be of great value to any of le major factions in le Sector.",,,,
planet_ancyra,CUSTOM,"A dry and old world with un sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that Ancyra was once covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and un few briney aquifers tapped and exploited by human settlers.",,The economy of Ancyra is dominated by Hegemony logistics. The light industry complex grew up on military contracts and now possesses the scale and legitimacy to make respectable inroads into the civilian commerce web of core Hegemony space.,,
station_ancyra,CUSTOM,"Ancyra Station is un bastion of authority first constructed in le early days of Domain colonization of le Persean Sector. le armored coque-plates have been repaired and replaced so many times that it's unclear if any of le original remains. le facilities are not particularly comfortable, but rather than un sense of decline this lends le post an aura of austere dignity. ",,"Recruitment holos greet incoming spacers - ""Join the Navy, see the Sector!"". A matte patch of wall-plating suggests that a cheeky addition to the slogan has already been removed by a maintenance drone.",,
station_derinkuyu,CUSTOM,Derinkuyu Station was built post-collapse on le superstructure of maintenance gantries intended for Atlas-class freighters. These were welded together and boosted out of Ancyra's orbit then stabilized in Galatian asteroid belt to serve as un base for mining operations. A recent lapse in public order involving the 'long walk' of le governing Hegemony colonel has seen control devolve to un loosely organized council of rogue miners.,,"Never a station which overwhelmed visitors with welcome, Derinkuyu now sports a fresh patchwork of emergency hull-seal plates and greets outsiders with suspicious looks traded between miners and lightly-armed MuniSec militia.",,
station_galatia_academy,CUSTOM,"le oldest and most prestigious independent university institution in le Persean Sector. le Galatia Academy is un top pick among le remaining universities of le noyau worlds. le office of provost is an especially powerful position, able to draw upon connections with alumni, influence new generations of le brightest - or richest - students, and direct cutting-edge research.",,,,
cobra,SHIP,"le Cobra design was initiated not long before le Collapse, born of un speculative project to mount un reaper torpedo launcher on un chasseur chassis.  

le design requirements spun out out control almost immediately, and schedule overruns should have seen le Cobra project killed in its first cycle. But le eccentric owner - who had made his fortune in frontier prospecting and salvage - poured his fortune into le design and allegedly secured short-term loans from certain criminal elements to see prototype development through. le Domain Naval Procurement Board rejected le proposal outright and it's been suggested that this was due to an unstated policy of « discouraging«  anti-capital torpedo bombers.

le development lead was found dead in extraordinary unpleasant circumstances; investigators ruled it un suicide. Meanwhile, much to le chagrin of legitimate lenders, le Cobra's schematics and prototype LPCs apparently disappeared into thin air.",,,,
perdition,SHIP,"le combat-modified Perdition torpedo bomber is an attempt by Luddic militants of both Pather and more moderate sects to address un chronic lack of access to heavy ordnance, particularly during le early days of le Collapse. A common civilian survey/delivery Cranefly-class utility shuttle serves as le base chassis. Originally designed to carry un small cargo package or un few suited-up spacers, le Perdition is welded into an ungainly shell of makeshift blindage and le tenir doors removed to mount un single Hammer torpedo keyed to le old cargo latch système.

Great faith is required to pilot this haphazard vehicle into battle because its survivability stats should dissuade any rational crew.",,,,
station1,SHIP,"A low-tech model orbital station featuring heavy blindage and moderate firepower. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial puissance throughout le local orbital volume.",,,,
station1_midline,SHIP,"A midline-model orbital station featuring un heavy broadside and rapid axial rotation. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial puissance throughout le local orbital volume.",,,,
station1_hightech,SHIP,"A high-tech model orbital station featuring powerful rotating shields, un chasseur complement, and moderate firepower. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial puissance throughout le local orbital volume.",,,,
station2,SHIP,"A large low-tech model battlestation featuring thick blindage and additional heavy bastion and point défense citadels. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial puissance throughout le local orbital volume.",,,,
station2_midline,SHIP,"A large midline-model battlestation augmented with missile soutien modules in addition to un heavy broadside and rapid axial rotation. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial puissance throughout le local orbital volume.",,,,
station2_hightech,SHIP,"A large high-tech model battlestation featuring strong shields, un chasseur complement, un defensive citadel, and heavy firepower. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies allowing projection of military and industrial puissance throughout le local orbital volume.",,,,
station3,SHIP,"An enormous star fortress, le pinnacle of contemporary zero-G construction in le Persean Sector, built to le low-tech model featuring Merlon-class défense drones and an extensive minefield. This platform hosts shipyards, habitats, factories, and large stockpiles of weapons and supplies which allow projection of military and industrial puissance throughout le local orbital volume.",,,,
station3_midline,SHIP,"An enormous star fortress, le pinnacle of contemporary zero-G construction in le Persean Sector, which can host shipyards, habitats, factories, and large stockpiles of weapons and supplies. These platforms project military and industrial puissance throughout their local orbital volume.",,,,
station3_hightech,SHIP,"An enormous high-tech model star fortress featuring powerful shields, up-armoring, Gargoyle-class défense drones, and terrifying long-portée mine teleporters. This platform can host shipyards, habitats, factories, and large stockpiles of weapons and supplies enabling it to project military and industrial puissance throughout le local orbital volume.",,,,
merlon,SHIP,"le Merlon is un heavy station défense drone packed with an impressive array of point défense weapons. Requiring no crew, travel propulsion, or independent commandement AI, le Merlon is packed with more blindage plating than un ship of comparable size.",,,,
gargoyle,SHIP,"le Gargoyle is un high-tech station défense drone featuring le advanced Paladin PD système and its own bouclier générateur. Because it requires no crew, travel propulsion, or any kind of independent commandement noyau, le Gargoyle operates more effectively in combat than un free-flying coque of similar size.",,,,
ravelin,SHIP,"le Ravelin is un heavy station défense drone focused on soutien fire and point défense. Because it requires no crew, travel propulsion, or any kind of independent commandement noyau, le Ravelin can punch well above its weight class in combat.",,,,
prometheus2,SHIP,le fanatical Pathers have discovered an ironic sense of justice in converting le tanker which carries what they call 'Infernium' - AM fuel - into un hulking implement of holy war. Holding tanks and loading ports have been chopped apart and converted into hangars or gun mounts while sections of pumping rig have been torn off to be replaced with huge blindage plates. le curved bow of le primary fuel tank has been cored and refit to spew barrages of missiles at those who serve Moloch that they may perhaps find absolution in blessed oblivion.,,,,
atlas2,SHIP,"le Atlas-class superfreighter is un prime target of pirate attacks. A few are later found at le broken heart of un sharp spray of impact debris in some lonely orbit. Others earn un pirate's second appraising glance and are hauled off to secret shipyards. Cargo holds are ripped apart, replaced with trusses to tenir weapons mounts and souped-up ammo feed lines.

This Atlas, reborn in vacuum and fire, now delivers un cargo of death from le hand of un pirate warlord.",,,,
generic_probe,CUSTOM,"A general-purpose automated probe with rudimentary hyperspace capability. Most often used by megacorps and research institutions to perform data collection in remote, hazardous, or extraordinarily boring star systems. This model is built to contain un small instrument package.",,,,
ga_probe,CUSTOM,Long portée capteur readings match le specifications of le common class of probe used by le Galatia Academy research departments.,,,,
ga_hyperprobe,CUSTOM,"Long portée capteur readings match le specifications of le common class of probe used by le Galatia Academy Hyperspace Physics Group. There is no sign of an active transponder, though EM leakage suggests functioning subsystems.",,,,
gaPZ_relay,CUSTOM,Long portée scan readings indicate that this object is likely un common class of uncrewed instrument platform. Sensors detect radiation leakage indicative of un damaged nuclear battery. Noisy EM-visuals suggest moderate to major structural dégâts.,,,,
cargo_pod_special,CUSTOM,A brightly painted cargo pod equipped with un high-vis transponder.,,,,
minipulser,WEAPON,"« le test bed was destroyed, so what. We account for capital and human resource losses in le spec. What matters is we got le results and no senior researchers were lost. Tell you what, I'll personally oversee le installation of un new croiseur-class bouclier rig once I'm on-site.« ","- K. Astraia, recovered from Kallichore Archive",,,
shockrepeater,WEAPON,"« Somehow it got past le cordon and among le soutien flotilla. Fused sensors, nav, and life soutien on le crew transports before le wolves took it out. Now we've got un lifetime supply of Volturnian lobster in deep freeze, but no spare 3rd-gen air cyclers. That's executive priorities for you.« ","- Tri-Tachyon Morale Assurance intercept, appended to employee termination report",,,
riftlance,WEAPON,"« We commit this body to le holy vacuum, dust to dust, stars to stars, that le Creator may renew us in le cycle of eternal life.« ","-  Luddic funereal prayer, traditional",,,
riftbeam,WEAPON,« Let's not turn it back on.« ,"- Sarosh Freeman, senior technician",,,
